0.000000 crop w 405, crop h 720, crop x 437, crop y 0;
3.000000 crop w 405, crop h 720, crop x 437, crop y 0;
3.040000 crop w 405, crop h 720, crop x 437, crop y 0;
3.080000 crop w 405, crop h 720, crop x 437, crop y 0;
3.120000 crop w 405, crop h 720, crop x 437, crop y 0;
3.160000 crop w 405, crop h 720, crop x 437, crop y 0;
3.200000 crop w 405, crop h 720, crop x 437, crop y 0;
3.240000 crop w 405, crop h 720, crop x 437, crop y 0;
3.280000 crop w 405, crop h 720, crop x 437, crop y 0;
3.320000 crop w 405, crop h 720, crop x 437, crop y 0;
3.360000 crop w 405, crop h 720, crop x 437, crop y 0;
3.400000 crop w 405, crop h 720, crop x 437, crop y 0;
3.440000 crop w 405, crop h 720, crop x 437, crop y 0;
3.480000 crop w 405, crop h 720, crop x 437, crop y 0;
3.520000 crop w 405, crop h 720, crop x 437, crop y 0;
3.560000 crop w 405, crop h 720, crop x 437, crop y 0;
3.600000 crop w 405, crop h 720, crop x 437, crop y 0;
3.640000 crop w 405, crop h 720, crop x 437, crop y 0;
3.680000 crop w 405, crop h 720, crop x 437, crop y 0;
3.720000 crop w 405, crop h 720, crop x 437, crop y 0;
3.760000 crop w 405, crop h 720, crop x 437, crop y 0;
3.800000 crop w 405, crop h 720, crop x 437, crop y 0;
3.840000 crop w 405, crop h 720, crop x 437, crop y 0;
3.880000 crop w 405, crop h 720, crop x 437, crop y 0;
3.920000 crop w 405, crop h 720, crop x 437, crop y 0;
3.960000 crop w 405, crop h 720, crop x 437, crop y 0;
4.000000 crop w 405, crop h 720, crop x 437, crop y 0;
4.040000 crop w 405, crop h 720, crop x 437, crop y 0;
4.080000 crop w 405, crop h 720, crop x 437, crop y 0;
4.120000 crop w 405, crop h 720, crop x 437, crop y 0;
4.160000 crop w 405, crop h 720, crop x 437, crop y 0;
4.200000 crop w 405, crop h 720, crop x 437, crop y 0;
4.240000 crop w 405, crop h 720, crop x 437, crop y 0;
4.280000 crop w 405, crop h 720, crop x 437, crop y 0;
4.320000 crop w 405, crop h 720, crop x 437, crop y 0;
4.360000 crop w 405, crop h 720, crop x 437, crop y 0;
4.400000 crop w 405, crop h 720, crop x 437, crop y 0;
4.440000 crop w 405, crop h 720, crop x 437, crop y 0;
4.480000 crop w 405, crop h 720, crop x 437, crop y 0;
4.520000 crop w 405, crop h 720, crop x 437, crop y 0;
4.560000 crop w 405, crop h 720, crop x 437, crop y 0;
4.600000 crop w 405, crop h 720, crop x 437, crop y 0;
4.640000 crop w 405, crop h 720, crop x 437, crop y 0;
4.680000 crop w 405, crop h 720, crop x 437, crop y 0;
4.720000 crop w 405, crop h 720, crop x 437, crop y 0;
4.760000 crop w 405, crop h 720, crop x 437, crop y 0;
4.800000 crop w 405, crop h 720, crop x 437, crop y 0;
4.840000 crop w 405, crop h 720, crop x 437, crop y 0;
4.880000 crop w 405, crop h 720, crop x 437, crop y 0;
4.920000 crop w 405, crop h 720, crop x 437, crop y 0;
4.960000 crop w 405, crop h 720, crop x 437, crop y 0;
5.000000 crop w 405, crop h 720, crop x 437, crop y 0;
5.040000 crop w 405, crop h 720, crop x 437, crop y 0;
5.080000 crop w 405, crop h 720, crop x 437, crop y 0;
5.120000 crop w 405, crop h 720, crop x 437, crop y 0;
5.160000 crop w 405, crop h 720, crop x 437, crop y 0;
5.200000 crop w 405, crop h 720, crop x 437, crop y 0;
5.240000 crop w 405, crop h 720, crop x 437, crop y 0;
5.280000 crop w 405, crop h 720, crop x 437, crop y 0;
5.320000 crop w 405, crop h 720, crop x 437, crop y 0;
5.360000 crop w 405, crop h 720, crop x 437, crop y 0;
5.400000 crop w 405, crop h 720, crop x 437, crop y 0;
5.440000 crop w 405, crop h 720, crop x 437, crop y 0;
5.480000 crop w 405, crop h 720, crop x 437, crop y 0;
5.520000 crop w 405, crop h 720, crop x 437, crop y 0;
5.560000 crop w 405, crop h 720, crop x 437, crop y 0;
5.600000 crop w 405, crop h 720, crop x 437, crop y 0;
5.640000 crop w 405, crop h 720, crop x 437, crop y 0;
5.680000 crop w 405, crop h 720, crop x 437, crop y 0;
5.720000 crop w 405, crop h 720, crop x 437, crop y 0;
5.760000 crop w 405, crop h 720, crop x 437, crop y 0;
5.800000 crop w 405, crop h 720, crop x 437, crop y 0;
5.840000 crop w 405, crop h 720, crop x 437, crop y 0;
5.880000 crop w 405, crop h 720, crop x 437, crop y 0;
5.920000 crop w 405, crop h 720, crop x 437, crop y 0;
5.960000 crop w 405, crop h 720, crop x 437, crop y 0;
6.000000 crop w 405, crop h 720, crop x 437, crop y 0;
6.040000 crop w 405, crop h 720, crop x 437, crop y 0;
6.080000 crop w 405, crop h 720, crop x 437, crop y 0;
6.120000 crop w 405, crop h 720, crop x 437, crop y 0;
6.160000 crop w 405, crop h 720, crop x 437, crop y 0;
6.200000 crop w 405, crop h 720, crop x 437, crop y 0;
6.240000 crop w 405, crop h 720, crop x 437, crop y 0;
6.280000 crop w 405, crop h 720, crop x 437, crop y 0;
6.320000 crop w 405, crop h 720, crop x 437, crop y 0;
6.360000 crop w 405, crop h 720, crop x 437, crop y 0;
6.400000 crop w 405, crop h 720, crop x 437, crop y 0;
6.440000 crop w 405, crop h 720, crop x 437, crop y 0;
6.480000 crop w 405, crop h 720, crop x 437, crop y 0;
6.520000 crop w 405, crop h 720, crop x 437, crop y 0;
6.560000 crop w 405, crop h 720, crop x 437, crop y 0;
6.600000 crop w 405, crop h 720, crop x 437, crop y 0;
6.640000 crop w 405, crop h 720, crop x 437, crop y 0;
6.680000 crop w 405, crop h 720, crop x 437, crop y 0;
6.720000 crop w 405, crop h 720, crop x 437, crop y 0;
6.760000 crop w 405, crop h 720, crop x 437, crop y 0;
6.800000 crop w 405, crop h 720, crop x 437, crop y 0;
6.840000 crop w 405, crop h 720, crop x 437, crop y 0;
6.880000 crop w 405, crop h 720, crop x 437, crop y 0;
6.920000 crop w 405, crop h 720, crop x 437, crop y 0;
6.960000 crop w 405, crop h 720, crop x 437, crop y 0;
7.000000 crop w 405, crop h 720, crop x 437, crop y 0;
7.040000 crop w 405, crop h 720, crop x 437, crop y 0;
7.080000 crop w 405, crop h 720, crop x 437, crop y 0;
7.120000 crop w 405, crop h 720, crop x 437, crop y 0;
7.160000 crop w 405, crop h 720, crop x 437, crop y 0;
7.200000 crop w 405, crop h 720, crop x 437, crop y 0;
7.240000 crop w 405, crop h 720, crop x 437, crop y 0;
7.280000 crop w 405, crop h 720, crop x 437, crop y 0;
7.320000 crop w 405, crop h 720, crop x 437, crop y 0;
7.360000 crop w 405, crop h 720, crop x 437, crop y 0;
7.400000 crop w 405, crop h 720, crop x 437, crop y 0;
7.440000 crop w 405, crop h 720, crop x 437, crop y 0;
7.480000 crop w 405, crop h 720, crop x 437, crop y 0;
7.520000 crop w 405, crop h 720, crop x 437, crop y 0;
7.560000 crop w 405, crop h 720, crop x 437, crop y 0;
7.600000 crop w 405, crop h 720, crop x 437, crop y 0;
7.640000 crop w 405, crop h 720, crop x 437, crop y 0;
7.680000 crop w 405, crop h 720, crop x 437, crop y 0;
7.720000 crop w 405, crop h 720, crop x 437, crop y 0;
7.760000 crop w 405, crop h 720, crop x 437, crop y 0;
7.800000 crop w 405, crop h 720, crop x 437, crop y 0;
7.840000 crop w 405, crop h 720, crop x 437, crop y 0;
7.880000 crop w 405, crop h 720, crop x 437, crop y 0;
7.920000 crop w 405, crop h 720, crop x 437, crop y 0;
7.960000 crop w 405, crop h 720, crop x 437, crop y 0;
8.000000 crop w 405, crop h 720, crop x 437, crop y 0;
8.040000 crop w 405, crop h 720, crop x 437, crop y 0;
8.080000 crop w 405, crop h 720, crop x 437, crop y 0;
8.120000 crop w 405, crop h 720, crop x 437, crop y 0;
8.160000 crop w 405, crop h 720, crop x 437, crop y 0;
8.200000 crop w 405, crop h 720, crop x 437, crop y 0;
8.240000 crop w 405, crop h 720, crop x 437, crop y 0;
8.280000 crop w 405, crop h 720, crop x 437, crop y 0;
8.320000 crop w 405, crop h 720, crop x 437, crop y 0;
8.360000 crop w 405, crop h 720, crop x 437, crop y 0;
8.400000 crop w 405, crop h 720, crop x 437, crop y 0;
8.440000 crop w 405, crop h 720, crop x 437, crop y 0;
8.480000 crop w 405, crop h 720, crop x 437, crop y 0;
8.520000 crop w 405, crop h 720, crop x 437, crop y 0;
8.560000 crop w 405, crop h 720, crop x 437, crop y 0;
8.600000 crop w 405, crop h 720, crop x 437, crop y 0;
8.640000 crop w 405, crop h 720, crop x 437, crop y 0;
8.680000 crop w 405, crop h 720, crop x 437, crop y 0;
8.720000 crop w 405, crop h 720, crop x 437, crop y 0;
8.760000 crop w 405, crop h 720, crop x 437, crop y 0;
8.800000 crop w 405, crop h 720, crop x 437, crop y 0;
8.840000 crop w 405, crop h 720, crop x 437, crop y 0;
8.880000 crop w 405, crop h 720, crop x 437, crop y 0;
8.920000 crop w 405, crop h 720, crop x 437, crop y 0;
8.960000 crop w 405, crop h 720, crop x 437, crop y 0;
9.000000 crop w 405, crop h 720, crop x 437, crop y 0;
9.040000 crop w 405, crop h 720, crop x 437, crop y 0;
9.080000 crop w 405, crop h 720, crop x 437, crop y 0;
9.120000 crop w 405, crop h 720, crop x 437, crop y 0;
9.160000 crop w 405, crop h 720, crop x 437, crop y 0;
9.200000 crop w 405, crop h 720, crop x 437, crop y 0;
9.240000 crop w 405, crop h 720, crop x 437, crop y 0;
9.280000 crop w 405, crop h 720, crop x 437, crop y 0;
9.320000 crop w 405, crop h 720, crop x 437, crop y 0;
9.360000 crop w 405, crop h 720, crop x 437, crop y 0;
9.400000 crop w 405, crop h 720, crop x 437, crop y 0;
9.440000 crop w 405, crop h 720, crop x 437, crop y 0;
9.480000 crop w 405, crop h 720, crop x 437, crop y 0;
9.520000 crop w 405, crop h 720, crop x 437, crop y 0;
9.560000 crop w 405, crop h 720, crop x 437, crop y 0;
9.600000 crop w 405, crop h 720, crop x 437, crop y 0;
9.640000 crop w 405, crop h 720, crop x 437, crop y 0;
9.680000 crop w 405, crop h 720, crop x 437, crop y 0;
9.720000 crop w 405, crop h 720, crop x 437, crop y 0;
9.760000 crop w 405, crop h 720, crop x 437, crop y 0;
9.800000 crop w 405, crop h 720, crop x 437, crop y 0;
9.840000 crop w 405, crop h 720, crop x 437, crop y 0;
9.880000 crop w 405, crop h 720, crop x 437, crop y 0;
9.920000 crop w 405, crop h 720, crop x 437, crop y 0;
9.960000 crop w 405, crop h 720, crop x 437, crop y 0;
10.000000 crop w 405, crop h 720, crop x 437, crop y 0;
10.040000 crop w 405, crop h 720, crop x 437, crop y 0;
10.080000 crop w 405, crop h 720, crop x 437, crop y 0;
10.120000 crop w 405, crop h 720, crop x 437, crop y 0;
10.160000 crop w 405, crop h 720, crop x 437, crop y 0;
10.200000 crop w 405, crop h 720, crop x 437, crop y 0;
10.240000 crop w 405, crop h 720, crop x 437, crop y 0;
10.280000 crop w 405, crop h 720, crop x 437, crop y 0;
10.320000 crop w 405, crop h 720, crop x 437, crop y 0;
10.360000 crop w 405, crop h 720, crop x 437, crop y 0;
10.400000 crop w 405, crop h 720, crop x 437, crop y 0;
10.440000 crop w 405, crop h 720, crop x 437, crop y 0;
10.480000 crop w 405, crop h 720, crop x 437, crop y 0;
10.520000 crop w 405, crop h 720, crop x 437, crop y 0;
10.560000 crop w 405, crop h 720, crop x 437, crop y 0;
10.600000 crop w 405, crop h 720, crop x 437, crop y 0;
10.640000 crop w 405, crop h 720, crop x 437, crop y 0;
10.680000 crop w 405, crop h 720, crop x 437, crop y 0;
10.720000 crop w 405, crop h 720, crop x 437, crop y 0;
10.760000 crop w 405, crop h 720, crop x 437, crop y 0;
10.800000 crop w 405, crop h 720, crop x 437, crop y 0;
10.840000 crop w 405, crop h 720, crop x 437, crop y 0;
10.880000 crop w 405, crop h 720, crop x 437, crop y 0;
10.920000 crop w 405, crop h 720, crop x 437, crop y 0;
10.960000 crop w 405, crop h 720, crop x 437, crop y 0;
11.000000 crop w 405, crop h 720, crop x 437, crop y 0;
11.040000 crop w 405, crop h 720, crop x 437, crop y 0;
11.080000 crop w 405, crop h 720, crop x 437, crop y 0;
11.120000 crop w 405, crop h 720, crop x 437, crop y 0;
11.160000 crop w 405, crop h 720, crop x 437, crop y 0;
11.200000 crop w 405, crop h 720, crop x 437, crop y 0;
11.240000 crop w 405, crop h 720, crop x 437, crop y 0;
11.280000 crop w 405, crop h 720, crop x 437, crop y 0;
11.320000 crop w 405, crop h 720, crop x 437, crop y 0;
11.360000 crop w 405, crop h 720, crop x 437, crop y 0;
11.400000 crop w 405, crop h 720, crop x 437, crop y 0;
11.440000 crop w 405, crop h 720, crop x 437, crop y 0;
11.480000 crop w 405, crop h 720, crop x 437, crop y 0;
11.520000 crop w 405, crop h 720, crop x 437, crop y 0;
11.560000 crop w 405, crop h 720, crop x 437, crop y 0;
11.600000 crop w 405, crop h 720, crop x 437, crop y 0;
11.640000 crop w 405, crop h 720, crop x 437, crop y 0;
11.680000 crop w 405, crop h 720, crop x 437, crop y 0;
11.720000 crop w 405, crop h 720, crop x 437, crop y 0;
11.760000 crop w 405, crop h 720, crop x 437, crop y 0;
11.800000 crop w 405, crop h 720, crop x 437, crop y 0;
11.840000 crop w 405, crop h 720, crop x 437, crop y 0;
11.880000 crop w 405, crop h 720, crop x 437, crop y 0;
11.920000 crop w 405, crop h 720, crop x 437, crop y 0;
11.960000 crop w 405, crop h 720, crop x 437, crop y 0;
12.000000 crop w 405, crop h 720, crop x 437, crop y 0;
12.040000 crop w 405, crop h 720, crop x 437, crop y 0;
12.080000 crop w 405, crop h 720, crop x 437, crop y 0;
12.120000 crop w 405, crop h 720, crop x 437, crop y 0;
12.160000 crop w 405, crop h 720, crop x 437, crop y 0;
12.200000 crop w 405, crop h 720, crop x 437, crop y 0;
12.240000 crop w 405, crop h 720, crop x 437, crop y 0;
12.280000 crop w 405, crop h 720, crop x 437, crop y 0;
12.320000 crop w 405, crop h 720, crop x 437, crop y 0;
12.360000 crop w 405, crop h 720, crop x 437, crop y 0;
12.400000 crop w 405, crop h 720, crop x 437, crop y 0;
12.440000 crop w 405, crop h 720, crop x 437, crop y 0;
12.480000 crop w 405, crop h 720, crop x 437, crop y 0;
12.520000 crop w 405, crop h 720, crop x 437, crop y 0;
12.560000 crop w 405, crop h 720, crop x 437, crop y 0;
12.600000 crop w 405, crop h 720, crop x 437, crop y 0;
12.640000 crop w 405, crop h 720, crop x 437, crop y 0;
12.680000 crop w 405, crop h 720, crop x 437, crop y 0;
12.720000 crop w 405, crop h 720, crop x 437, crop y 0;
12.760000 crop w 405, crop h 720, crop x 437, crop y 0;
12.800000 crop w 405, crop h 720, crop x 437, crop y 0;
12.840000 crop w 405, crop h 720, crop x 437, crop y 0;
12.880000 crop w 405, crop h 720, crop x 437, crop y 0;
12.920000 crop w 405, crop h 720, crop x 437, crop y 0;
12.960000 crop w 405, crop h 720, crop x 437, crop y 0;
13.000000 crop w 405, crop h 720, crop x 437, crop y 0;
13.040000 crop w 405, crop h 720, crop x 437, crop y 0;
13.080000 crop w 405, crop h 720, crop x 437, crop y 0;
13.120000 crop w 405, crop h 720, crop x 437, crop y 0;
13.160000 crop w 405, crop h 720, crop x 437, crop y 0;
13.200000 crop w 405, crop h 720, crop x 437, crop y 0;
13.240000 crop w 405, crop h 720, crop x 437, crop y 0;
13.280000 crop w 405, crop h 720, crop x 437, crop y 0;
13.320000 crop w 405, crop h 720, crop x 437, crop y 0;
13.360000 crop w 405, crop h 720, crop x 437, crop y 0;
13.400000 crop w 405, crop h 720, crop x 437, crop y 0;
13.440000 crop w 405, crop h 720, crop x 437, crop y 0;
13.480000 crop w 405, crop h 720, crop x 437, crop y 0;
13.520000 crop w 405, crop h 720, crop x 437, crop y 0;
13.560000 crop w 405, crop h 720, crop x 437, crop y 0;
13.600000 crop w 405, crop h 720, crop x 437, crop y 0;
13.640000 crop w 405, crop h 720, crop x 437, crop y 0;
13.680000 crop w 405, crop h 720, crop x 437, crop y 0;
13.720000 crop w 405, crop h 720, crop x 437, crop y 0;
13.760000 crop w 405, crop h 720, crop x 437, crop y 0;
13.800000 crop w 405, crop h 720, crop x 437, crop y 0;
13.840000 crop w 405, crop h 720, crop x 437, crop y 0;
13.880000 crop w 405, crop h 720, crop x 437, crop y 0;
13.920000 crop w 405, crop h 720, crop x 437, crop y 0;
13.960000 crop w 405, crop h 720, crop x 437, crop y 0;
14.000000 crop w 405, crop h 720, crop x 437, crop y 0;
14.040000 crop w 405, crop h 720, crop x 437, crop y 0;
14.080000 crop w 405, crop h 720, crop x 437, crop y 0;
14.120000 crop w 405, crop h 720, crop x 437, crop y 0;
14.160000 crop w 405, crop h 720, crop x 437, crop y 0;
14.200000 crop w 405, crop h 720, crop x 437, crop y 0;
14.240000 crop w 405, crop h 720, crop x 437, crop y 0;
14.280000 crop w 405, crop h 720, crop x 437, crop y 0;
14.320000 crop w 405, crop h 720, crop x 437, crop y 0;
14.360000 crop w 405, crop h 720, crop x 437, crop y 0;
14.400000 crop w 405, crop h 720, crop x 437, crop y 0;
14.440000 crop w 405, crop h 720, crop x 437, crop y 0;
14.480000 crop w 405, crop h 720, crop x 437, crop y 0;
14.520000 crop w 405, crop h 720, crop x 437, crop y 0;
14.560000 crop w 405, crop h 720, crop x 437, crop y 0;
14.600000 crop w 405, crop h 720, crop x 437, crop y 0;
14.640000 crop w 405, crop h 720, crop x 437, crop y 0;
14.680000 crop w 405, crop h 720, crop x 437, crop y 0;
14.720000 crop w 405, crop h 720, crop x 437, crop y 0;
14.760000 crop w 405, crop h 720, crop x 437, crop y 0;
14.800000 crop w 405, crop h 720, crop x 437, crop y 0;
14.840000 crop w 405, crop h 720, crop x 437, crop y 0;
14.880000 crop w 405, crop h 720, crop x 437, crop y 0;
14.920000 crop w 405, crop h 720, crop x 437, crop y 0;
14.960000 crop w 405, crop h 720, crop x 437, crop y 0;
15.000000 crop w 405, crop h 720, crop x 437, crop y 0;
15.040000 crop w 405, crop h 720, crop x 437, crop y 0;
15.080000 crop w 405, crop h 720, crop x 437, crop y 0;
15.120000 crop w 405, crop h 720, crop x 437, crop y 0;
15.160000 crop w 405, crop h 720, crop x 437, crop y 0;
15.200000 crop w 405, crop h 720, crop x 437, crop y 0;
15.240000 crop w 405, crop h 720, crop x 437, crop y 0;
15.280000 crop w 405, crop h 720, crop x 437, crop y 0;
15.320000 crop w 405, crop h 720, crop x 437, crop y 0;
15.360000 crop w 405, crop h 720, crop x 437, crop y 0;
15.400000 crop w 405, crop h 720, crop x 437, crop y 0;
15.440000 crop w 405, crop h 720, crop x 437, crop y 0;
15.480000 crop w 405, crop h 720, crop x 437, crop y 0;
15.520000 crop w 405, crop h 720, crop x 437, crop y 0;
15.560000 crop w 405, crop h 720, crop x 437, crop y 0;
15.600000 crop w 405, crop h 720, crop x 437, crop y 0;
15.640000 crop w 405, crop h 720, crop x 437, crop y 0;
15.680000 crop w 405, crop h 720, crop x 437, crop y 0;
15.720000 crop w 405, crop h 720, crop x 437, crop y 0;
15.760000 crop w 405, crop h 720, crop x 437, crop y 0;
15.800000 crop w 405, crop h 720, crop x 437, crop y 0;
15.840000 crop w 405, crop h 720, crop x 437, crop y 0;
15.880000 crop w 405, crop h 720, crop x 437, crop y 0;
15.920000 crop w 405, crop h 720, crop x 437, crop y 0;
15.960000 crop w 405, crop h 720, crop x 437, crop y 0;
16.000000 crop w 405, crop h 720, crop x 437, crop y 0;
16.040000 crop w 405, crop h 720, crop x 437, crop y 0;
16.080000 crop w 405, crop h 720, crop x 437, crop y 0;
16.120000 crop w 405, crop h 720, crop x 437, crop y 0;
16.160000 crop w 405, crop h 720, crop x 437, crop y 0;
16.200000 crop w 405, crop h 720, crop x 437, crop y 0;
16.240000 crop w 405, crop h 720, crop x 437, crop y 0;
16.280000 crop w 405, crop h 720, crop x 437, crop y 0;
16.320000 crop w 405, crop h 720, crop x 437, crop y 0;
16.360000 crop w 405, crop h 720, crop x 437, crop y 0;
16.400000 crop w 405, crop h 720, crop x 437, crop y 0;
16.440000 crop w 405, crop h 720, crop x 437, crop y 0;
16.480000 crop w 405, crop h 720, crop x 437, crop y 0;
16.520000 crop w 405, crop h 720, crop x 437, crop y 0;
16.560000 crop w 405, crop h 720, crop x 437, crop y 0;
16.600000 crop w 405, crop h 720, crop x 437, crop y 0;
16.640000 crop w 405, crop h 720, crop x 437, crop y 0;
16.680000 crop w 405, crop h 720, crop x 437, crop y 0;
16.720000 crop w 405, crop h 720, crop x 437, crop y 0;
16.760000 crop w 405, crop h 720, crop x 437, crop y 0;
16.800000 crop w 405, crop h 720, crop x 437, crop y 0;
16.840000 crop w 405, crop h 720, crop x 437, crop y 0;
16.880000 crop w 405, crop h 720, crop x 437, crop y 0;
16.920000 crop w 405, crop h 720, crop x 437, crop y 0;
16.960000 crop w 405, crop h 720, crop x 437, crop y 0;
17.000000 crop w 405, crop h 720, crop x 437, crop y 0;
17.040000 crop w 405, crop h 720, crop x 437, crop y 0;
17.080000 crop w 405, crop h 720, crop x 437, crop y 0;
17.120000 crop w 405, crop h 720, crop x 437, crop y 0;
17.160000 crop w 405, crop h 720, crop x 437, crop y 0;
17.200000 crop w 405, crop h 720, crop x 437, crop y 0;
17.240000 crop w 405, crop h 720, crop x 437, crop y 0;
17.280000 crop w 405, crop h 720, crop x 437, crop y 0;
17.320000 crop w 405, crop h 720, crop x 437, crop y 0;
17.360000 crop w 405, crop h 720, crop x 437, crop y 0;
17.400000 crop w 405, crop h 720, crop x 437, crop y 0;
17.440000 crop w 405, crop h 720, crop x 437, crop y 0;
17.480000 crop w 405, crop h 720, crop x 437, crop y 0;
17.520000 crop w 405, crop h 720, crop x 437, crop y 0;
17.560000 crop w 405, crop h 720, crop x 437, crop y 0;
17.600000 crop w 405, crop h 720, crop x 437, crop y 0;
17.640000 crop w 405, crop h 720, crop x 437, crop y 0;
17.680000 crop w 405, crop h 720, crop x 437, crop y 0;
17.720000 crop w 405, crop h 720, crop x 437, crop y 0;
17.760000 crop w 405, crop h 720, crop x 437, crop y 0;
17.800000 crop w 405, crop h 720, crop x 437, crop y 0;
17.840000 crop w 405, crop h 720, crop x 437, crop y 0;
17.880000 crop w 405, crop h 720, crop x 437, crop y 0;
17.920000 crop w 405, crop h 720, crop x 437, crop y 0;
17.960000 crop w 405, crop h 720, crop x 437, crop y 0;
